addressCity,addressCountry,addressState,addressStreet,connections,email,eventDate,eventId,eventName,firstName,lastName,orgName,phone,sector,socialLink,eventType,participantRole,medicalSpecialty
Bengaluru,INDIA,Karnataka,"147, Health Street",[],prachi.nair76@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Nair,SafeLife Medical Services,6341279828,Community,https://linkedin.com/in/prachi-nair-76,Medical camp,Doctor,Orthopedics
Hyderabad,INDIA,Telangana,"94, Health Street","[{""connectionOrg"": ""CareUnity Medical"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",luis.nair77@gmail.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Nair,Urban Wellness Center 167,6346613934,Other,https://linkedin.com/in/luis-nair-77,Medical camp,Volunteer,General
Delhi,INDIA,Delhi,"170, Health Street",[],prachi.iyer78@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Iyer,Urban Wellness Center 131,6345636529,Education,https://linkedin.com/in/prachi-iyer-78,Medical camp,Organizer,General
BLOOMINGTON,UNITED STATES,INDIANA,"51, Health Street","[{""connectionOrg"": ""Community Medical Foundation 122"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",aarav.nair79@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Nair,Community Medical Foundation 9,6315110440,Education,https://linkedin.com/in/aarav-nair-79,Medical camp,Volunteer,Pediatrics
Bengaluru,INDIA,Karnataka,"85, Health Street","[{""connectionOrg"": ""Rural Care Initiative 1"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 26"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",luis.jones80@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Jones,Community Medical Foundation 84,6350746108,Non-profit,https://linkedin.com/in/luis-jones-80,Medical camp,Nurse,Orthopedics
BLOOMINGTON,UNITED STATES,INDIANA,"113, Health Street","[{""connectionOrg"": ""Rural Care Initiative 168"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 94"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",sahil.nair81@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Nair,Regional Health Trust 37,6310463579,Community,https://linkedin.com/in/sahil-nair-81,Medical camp,Organizer,Cardiology
Hyderabad,INDIA,Telangana,"135, Health Street","[{""connectionOrg"": ""Rural Care Initiative 81"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 114"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",sahil.nair82@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Nair,Urban Wellness Center 20,6382364511,Business,https://linkedin.com/in/sahil-nair-82,Medical camp,Patient,Pediatrics
Mumbai,INDIA,Maharashtra,"92, Health Street","[{""connectionOrg"": ""Public Health Mission 163"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 197"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",aarav.gupta83@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Gupta,Regional Health Trust 26,6335252728,Business,https://linkedin.com/in/aarav-gupta-83,Medical camp,Volunteer,Cardiology
Mumbai,INDIA,Maharashtra,"99, Health Street",[],nithya.patel84yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Patel,Rural Care Initiative 102,6395971461,Government,https://linkedin.com/in/nithya-patel-84,Medical camp,Volunteer,Dermatology
Hyderabad,INDIA,Telangana,"104, Health Street",[],alex.iyer85yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Iyer,Regional Health Trust 37,6387161217,Education,https://linkedin.com/in/alex-iyer-85,Medical camp,Doctor,Cardiology
Denver,UNITED STATES,Ajay,"107, Health Street","[{""connectionOrg"": ""CareNext Foundation"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 37"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",rohan.deshmukh86@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Deshmukh,Western Wellness Group,6315085090,Other,https://linkedin.com/in/rohan-deshmukh-86,Medical camp,Patient,General
Los Angeles,UNITED STATES,Nowhere,"121, Health Street","[{""connectionOrg"": ""HealthyWorld Org"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 26"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",luis.khan87@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Khan,Rural Care Initiative 113,6321770243,Non-profit,https://linkedin.com/in/luis-khan-87,Medical camp,Nurse,Dermatology
Los Angeles,UNITED STATES,Nowhere,"56, Health Street","[{""connectionOrg"": ""Rural Care Initiative 83"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",dylan.khan88@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Khan,Rural Care Initiative 149,6309736323,Community,https://linkedin.com/in/dylan-khan-88,Medical camp,Volunteer,General
Hyderabad,INDIA,Telangana,"73, Health Street","[{""connectionOrg"": ""Community Medical Foundation 75"", ""connectionType"": ""Other"", ""otherText"": """"}]",rohan.deshmukh89@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Deshmukh,Regional Health Trust 71,6380584753,Other,https://linkedin.com/in/rohan-deshmukh-89,Medical camp,Organizer,Cardiology
Mumbai,INDIA,Maharashtra,"86, Health Street","[{""connectionOrg"": ""Public Health Mission 182"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 93"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",aarav.gupta90@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Gupta,HealthyRoots Collective,6356101134,Community,https://linkedin.com/in/aarav-gupta-90,Medical camp,Volunteer,Orthopedics
Atlanta,UNITED STATES,Vijay,"138, Health Street","[{""connectionOrg"": ""Community Medical Foundation 22"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 60"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",michael.jones91@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Jones,Urban Wellness Center 22,6321966818,Non-profit,https://linkedin.com/in/michael-jones-91,Medical camp,Organizer,Cardiology
Los Angeles,UNITED STATES,Nowhere,"3, Health Street",[],sahil.jones92@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Jones,WellSpring Clinics,6392103034,Other,https://linkedin.com/in/sahil-jones-92,Medical camp,Doctor,Dermatology
Atlanta,UNITED STATES,Vijay,"62, Health Street",[],luis.verma93@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Verma,Urban Wellness Center 142,6318923544,Business,https://linkedin.com/in/luis-verma-93,Medical camp,Doctor,Dermatology
BLOOMINGTON,UNITED STATES,INDIANA,"94, Health Street",[],nithya.reddy94@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Reddy,Public Health Mission 36,6328974337,Government,https://linkedin.com/in/nithya-reddy-94,Medical camp,Organizer,Orthopedics
BLOOMINGTON,UNITED STATES,INDIANA,"4, Health Street",[],sana.garcia95yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Garcia,Regional Health Trust 195,6312857613,Government,https://linkedin.com/in/sana-garcia-95,Medical camp,Nurse,Orthopedics
Chennai,INDIA,Tamil Nadu,"194, Health Street",[],luis.deshmukh96@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Deshmukh,Urban Wellness Center 63,6349680382,Other,https://linkedin.com/in/luis-deshmukh-96,Medical camp,Volunteer,Orthopedics
Hyderabad,INDIA,Telangana,"152, Health Street",[],ananya.iyer97@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Iyer,Urban Wellness Center 116,6394394832,Other,https://linkedin.com/in/ananya-iyer-97,Medical camp,Doctor,Dermatology
Hyderabad,INDIA,Telangana,"10, Health Street","[{""connectionOrg"": ""Regional Health Trust 177"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""HealthAccess Collective"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",nithya.gupta98yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Gupta,Urban Wellness Center 191,6313619330,Other,https://linkedin.com/in/nithya-gupta-98,Medical camp,Patient,Orthopedics
Mumbai,INDIA,Maharashtra,"154, Health Street",[],rohan.reddy99@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Reddy,Community Medical Foundation 68,6387478404,Non-profit,https://linkedin.com/in/rohan-reddy-99,Medical camp,Organizer,Pediatrics
OKKAJ,INDIA,PLEASE SELECT ST,"65, Health Street",[],michael.nair100@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,MICHAEL,N,Community Medical Foundation 194,6386194270,Education,LINK,Medical camp,Volunteer,General
Los Vagas,UNITED STATES,Somewhere,"153, Health Street","[{""connectionOrg"": ""Public Health Mission 136"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",nithya.nair101@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Nair,Urban Wellness Center 185,6374511324,Other,https://linkedin.com/in/nithya-nair-101,Medical camp,Nurse,General
Denver,UNITED STATES,Ajay,"15, Health Street",[],priya.garcia102yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Garcia,Regional Health Trust 30,6359385104,Government,https://linkedin.com/in/priya-garcia-102,Medical camp,Nurse,Cardiology
Delhi,INDIA,Delhi,"63, Health Street","[{""connectionOrg"": ""Healing Hands Network"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",sana.nair103@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Nair,Community Medical Foundation 101,6334663745,Government,https://linkedin.com/in/sana-nair-103,Medical camp,Organizer,Orthopedics
Denver,UNITED STATES,Ajay,"9, Health Street","[{""connectionOrg"": ""WellWay Foundation"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",aarav.garcia104@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Garcia,Urban Wellness Center 192,6366497457,Education,https://linkedin.com/in/aarav-garcia-104,Medical camp,Nurse,Cardiology
BLOOMINGTON,UNITED STATES,INDIANA,"107, Health Street",[],nithya.gupta105@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Gupta,Urban Wellness Center 114,6392127646,Non-profit,https://linkedin.com/in/nithya-gupta-105,Medical camp,Organizer,Dermatology
Mumbai,INDIA,Maharashtra,"150, Health Street","[{""connectionOrg"": ""Rural Care Initiative 128"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",kunal.patel106yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Patel,Rural Care Initiative 66,6329822341,Education,https://linkedin.com/in/kunal-patel-106,Medical camp,Organizer,Cardiology
Seattle,UNITED STATES,Washington,"25, Health Street","[{""connectionOrg"": ""Urban Wellness Center 130"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 6"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",michael.nguyen107@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Nguyen,Community Medical Foundation 12,6306586081,Education,https://linkedin.com/in/michael-nguyen-107,Medical camp,Doctor,Pediatrics
BLOOMINGTON,UNITED STATES,INDIANA,"79, Health Street",[],aarav.reddy108yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Reddy,Community Medical Foundation 42,6348429855,Business,https://linkedin.com/in/aarav-reddy-108,Medical camp,Volunteer,Dermatology
Denver,UNITED STATES,Ajay,"196, Health Street","[{""connectionOrg"": ""Regional Health Trust 21"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 131"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",dylan.iyer109@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Iyer,Regional Health Trust 133,6320808849,Business,https://linkedin.com/in/dylan-iyer-109,Medical camp,Doctor,Pediatrics
Los Angeles,UNITED STATES,Nowhere,"14, Health Street","[{""connectionOrg"": ""Community Medical Foundation 151"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 139"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",ananya.reddy110@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Reddy,Regional Health Trust 174,6380672236,Business,https://linkedin.com/in/ananya-reddy-110,Medical camp,Volunteer,Orthopedics
Delhi,INDIA,Delhi,"12, Health Street",[],sana.khan111@quantiphi.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Khan,Rural Care Initiative 36,6379738880,Other,https://linkedin.com/in/sana-khan-111,Medical camp,Doctor,Cardiology
Denver,UNITED STATES,Ajay,"32, Health Street","[{""connectionOrg"": ""Community Medical Foundation 200"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 52"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",sana.khan112@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Khan,Community Medical Foundation 156,6323104885,Government,https://linkedin.com/in/sana-khan-112,Medical camp,Nurse,Dermatology
Pune,INDIA,Maharashtra,"2, Health Street",[],nithya.patel113@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Patel,Rural Care Initiative 60,6360270212,Non-profit,https://linkedin.com/in/nithya-patel-113,Medical camp,Doctor,General
Denver,UNITED STATES,Ajay,"52, Health Street","[{""connectionOrg"": ""Public Health Mission 58"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",michael.nair114@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Nair,Regional Health Trust 18,6308826775,Education,https://linkedin.com/in/michael-nair-114,Medical camp,Nurse,Dermatology
Hyderabad,INDIA,Telangana,"199, Health Street","[{""connectionOrg"": ""OneWorld Medical Network"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",rohan.gupta115@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Gupta,Global Wellness Council,6392061879,Other,https://linkedin.com/in/rohan-gupta-115,Medical camp,Organizer,Orthopedics
Pune,INDIA,Maharashtra,"162, Health Street","[{""connectionOrg"": ""Rural Care Initiative 41"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 131"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",rohan.khan116yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Khan,Urban Wellness Center 43,6388584956,Business,https://linkedin.com/in/rohan-khan-116,Medical camp,Doctor,Orthopedics
Pune,INDIA,Maharashtra,"178, Health Street","[{""connectionOrg"": ""Regional Health Trust 94"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 46"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",sana.verma117@iu.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Verma,Regional Health Trust 60,6321566889,Other,https://linkedin.com/in/sana-verma-117,Medical camp,Volunteer,Cardiology
Los Vagas,UNITED STATES,Somewhere,"96, Health Street","[{""connectionOrg"": ""Rural Care Initiative 46"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",sahil.nguyen118@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Nguyen,Public Health Mission 26,6355046015,Business,https://linkedin.com/in/sahil-nguyen-118,Medical camp,Nurse,Orthopedics
Denver,UNITED STATES,Ajay,"98, Health Street","[{""connectionOrg"": ""Community Medical Foundation 25"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 20"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",vikram.nguyen119@google.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Nguyen,Sunrise Medical Trust,6379855476,Community,https://linkedin.com/in/vikram-nguyen-119,Medical camp,Patient,General
Chennai,INDIA,Tamil Nadu,"34, Health Street","[{""connectionOrg"": ""Community Medical Foundation 165"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 121"", ""connectionType"": ""Other"", ""otherText"": """"}]",alex.deshmukh120@gmail.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Deshmukh,Rural Care Initiative 91,6393934797,Business,https://linkedin.com/in/alex-deshmukh-120,Medical camp,Patient,Orthopedics
Denver,UNITED STATES,Ajay,"73, Health Street","[{""connectionOrg"": ""Regional Health Trust 36"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 69"", ""connectionType"": ""Other"", ""otherText"": """"}]",kunal.sharma121@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Sharma,Regional Health Trust 156,6311904096,Government,https://linkedin.com/in/kunal-sharma-121,Medical camp,Nurse,Pediatrics
Hyderabad,INDIA,Telangana,"149, Health Street",[],sahil.deshmukh122@srmist.in.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Deshmukh,Community Medical Foundation 56,6336453058,Government,https://linkedin.com/in/sahil-deshmukh-122,Medical camp,Patient,Pediatrics
